,_id,Text_without_authors
24,6043e41b310924997d8b389f,"On the origin of the royal Kongo title ngangula  this article offer an in‑depth historical‑comparative linguistic account of the origin and etymology of ngangula. this term is not only a widespread blacksmith term in the lower congo region, but also a traditional royal kongo title attesting to the importance of the blacksmith metaphor in kongo political ideology. popular etymology ha it that ngangula is related to nganga, reconstructed in proto‑bantu a *-gàngà and commonly translated a ‘medicine-man’. it is argued here that this widely held belief doe not stand up to scrutiny. the term ngangula is shown to be derived from the common bantu verb *pàngʊd- meaning ‘to cut; to separate’. thanks to a distinctive diachronic sound change, it is even possible to locate quite precisely the term’s origin within the kikongo dialect continuum. it provenance give new credibility to an earlier but discarded hypothesis situating the origin of the kongo kingdom in the eastern part of the lower congo, somewhere in‑between the inkisi and kwango rivers. cet article offre une étude approfondie en linguistique historico-comparative sur l’origine et l’étymologie de ngangula. ce terme est non seulement répandu dans la région du bas-congo pour forgeron, mais c’est aussi un titre royal traditionnel kongo qui atteste de l’importance de la métaphore du forgeron dans l’idéologie politique kongo. l’étymologie populaire veut que le terme ngangula soit lié à nganga, reconstruit *-gàngà en proto-bantu et généralement traduit par ‘guérisseur’. nous montrons ici que cette croyance largement partagée ne résiste pa à un examen approfondi. nous montrons que le terme ngangula dérive plutôt du verbe *-pàngʊd‑ bien attesté en bantu et signifiant ‘couper, séparer’. à partir de l’évidence diachronique d’un changement phonétique distinctif, nous pouvons même situer assez précisément l’origine du terme au sein du continuum dialectal kikongo. sa source crédibilise à nouveau une hypothèse ancienne mais rejetée qui situait le origines du royaume kongo dans la partie orientale du bas-congo, quelque part entre le rivières inkisi et kwango. "
25,6043e41b310924997d8b38a0,"A corpus-driven account of the noun class and gender in Northern Sotho this article offer a distributional corpus analysis of the northern sotho noun andgender system. the aim is twofold: first, to ass whether the existing description of the nounclass system in northern sotho are corroborated by information provided by the analysis of alarge electronic corpus for this language, with specific reference to singular-plural pairings, andsecond, to present a number of novel visualisation aid to characterise a noun class system (ina radar diagram) and a noun gender system (using a two-directional weighted representation)for northern sotho in particular, and for any bantu language in general. the finding include thediscovery of two new gender in northern sotho (i.e. class pair 1/6 and 3/10), and also indicatethat the northern sotho noun class system, and by extension any one for bantu, should be seenas dynamic."
26,6043e41b310924997d8b38a1,"Opgeroepte betekenis in literêre vertaling : die vertaling van dialek en register in Die swerfjare van Poppie Nongena deur Elsa Joubert  hierdie artikel behandel die oordrag van betekenis in literêre vertaling en lewer verslag oor  studie wat die vertaling van dialek en register in the long journey of poppie nongena (elsa joubert 1980), die engelse vertaling van die swerfjare van poppie nongena (1978), ondersoek het. die studie het aangetoon dat  literêre vertaling wat goed geskryf is en inhoudelik ooreenstem met die bronteks, steed onvoldoende mag wee indien alle vlakke van betekenis nie voldoende oorgedra is nie. betekenis sluit dus nie slegs die feitelike inhoud in nie. in literêre tekste is die wyse waarop inligting oorgedra word dikwels ewe belangrik a die inhoud, aangesien dit onder andere inligting verskaf oor die taalgebruikers en taalgebruikskontekste. in literêre vertaling word gebruikersverwante taalvariëteite (dialek) en gebruiksverwante taalvariëteite (register) dus tot  hoogs betekenisvolle vlak verhef. mona baker (1992) noem die betekenis wat uit dialek en register stam, ""evoked meaning"", of opgeroepte betekenis. die swerfjare van poppie nongena is in terme van opgeroepte betekenis swaar gelaai, maar die engelse vertaling toon nie dieselfde lading nie. die eerste doel van die artikel is om hierdie betekenisteenstrydigheid uit te wy deur middel van  vergelyking van die bron- en doelteks, en die tweede doel is om  meer gepaste strategie voor te stel. juliane house (1977, 1997, 2009) se teorie van waarneembare vertaling sal a oplossing bespreek en geïllustreer word deur gedeeltes van die teks wat volgens hierdie strategie in engels hervertaal is, voor te lê. só word die kulturele en sosiale karakterbehoud wat deur  verandering van vertaalstrategie bereik kan word, bewys. this article investigates the transfer of meaning in literary translation and present the finding of a recently concluded study (botha 2015). the article fulfils a two-fold purpose. the first is to prove that a literary translation may be well written and may reflect the content of the source text correctly, but may still be inadequate due to the fact that not all type of meaning have been translated adequately. this is proven by comparing elsa joubert renowned novel die swerfjare van poppie nongena (1978) with it english translation, the long journey of poppie nongena (1980), to demonstrate a significant shift in meaning due to an insufficient transfer of social dialect and informal register. the second purpose is to propose and illustrate a solution to the identified problem, which involves a discussion and an application by retranslation of juliane house (1977) strategy of overt translation, which entail a foreignisation of the translation in order to make the source culture and the situational context apparent. the retranslation illustrates an alternative translation strategy, but doe not suggest that this is ""the ultimate"" alternative. it is simply one which seek to retain a crucial aspect of the source text and is also open to critiquing and alteration. "
27,6043e41b310924997d8b38a2,"Genome-wide analysis of gene expression during adipogenesis in human adipose-derived stromal cell reveals novel pattern of gene expression during adipocyte differentiation we have undertaken an in-depth transcriptome analysis of adipogenesis in human adipose-derived stromal cell (ascs) induced to differentiate into adipocytes in vitro. gene expression wa assessed on day 1, 7, 14 and 21 post-induction and gene differentially expressed numbered 128, 218, 253 and 240 respectively. up-regulated gene were associated with blood vessel development, leukocyte migration, a well a tumor growth, invasion and metastasis. they also shared common pathway with certain obesity-related pathophysiological conditions. down-regulated gene were enriched for immune response processes. klf15, lmo3, foxo1 and zbtb16 transcription factor were up-regulated throughout the differentiation process. cebpa, pparg, znf117, mlxipl, mmp3 and rorb were up-regulated only on day 14 and 21, which coincide with the maturation of adipocytes and could possibly serve a candidate for controlling fat accumulation and the size of mature adipocytes. in summary, we have identified gene that were up-regulated only on day 1 and 7 or day 14 and 21 that could serve a potential early and late-stage differentiation markers."
28,6043e41b310924997d8b38a3,"Paseka/Easter in the black community : this is how we do it easter is a time of reflection about what we a christian believe in. it is also a time that many of u have an opportunity to go to our rural village to see loved one and to attend national denominational conferences. i spoke to member of dipilara senior citizen club in mamelodi west, who represent a number of religious denominations, to hear how they celebrate paseka or easter"
29,6043e41b310924997d8b38a4,"Cattle and their colour : a synchronic investigation of cattle colour terminology in Northern Sotho in northern sotho, a separate colour lexicon is distinguished, containing term which are believed to be usedexclusively a colour term to describe not only the colours, but also the colour patterning found among domesticanimals, particularly cattle. according to current literature, the use of these term is restricted to the description ofcattle and/or other domestic animals. this study, which is corpus-based, investigates the metaphorical extension ofthese term which widens their descriptive scope to include object other than cattle. it is furthermore argued thatthese term have unique grammatical features, found nowhere else in the grammatical system of northern sotho.lastly, the metaphoric link between these colour and colour-pattern term and similar sounding word designatingother animals, bird or everyday object is investigated. it is concluded that this particular colour lexicon is of anambivalent nature: on the one hand it is an indigenous knowledge system which is clearly in decline, mostly dueto non-linguistic factors, but simultaneously, it ability to be extended to the description of other object pointstowards a certain measure of vitality."
30,6043e41b310924997d8b38a5,"Implementation of a part-of-speech ontology : morphemic unit of Bantu language in a previous article (faaß et al, 2012), a first attempt wa made at documenting andencoding morphemic unit of two south african bantu languages, i.e. northern sotho and zulu, withthe aim of describing and storing the morphemic unit of these two language in a single relationaldatabase, structured a a hierarchical ontology. a a follow-up, the current article describes theimplementation of our part-of-speech ontology. we give a detailed description of the morpheme andcategories contained in the database, highlighting the need and reason for a flexible ontology whichwill provide for both language specific and general linguistic information. by giving a detailedaccount of the methodology for the population of the database, we provide linguist from other bantulanguages with a road map for extending the database to also include their language of specialization."
31,6043e41b310924997d8b38a6,"Les défis de la traduction du théâtre multilingue : le ca de Requiem for the Last Kaiser  the translation of multilingual theatre present challenge since it query thegenerally accepted definition(s) and characteristic of translation a a process andas a product. to date, much research ha been carried out with regard to multilingualtranslation and theatre translation separately, but le on both (multilingualtheatre translation), thus doubling the challenge. the aim of this study is to examinethe different strategies, technique and thought process involved in solvingthe challenge encountered in the translation of the multilingual play requiemfor the last kaiser (1998), written by the cameroonian playwright batebesong and recounting the population’s uprising against a dictatorship in a neocolonialcountry. this study identifies these challenge and compare the strategiesand technique used to translate the multilingual occurrence in requiem for thelast kaiser to those currently recommended in translation theory a well a bypractitioners. la traduction du théâtre multilingue présente de défis puisqu’elle remet en questionles définitions et le caractéristiques généralement acceptées de la traductionen tant que processus et produit. plusieurs chercheurs se sont penchés surla traduction multilingue et la traduction théâtrale séparément mais on rencontrepeu l’association de deux (traduction théâtrale multilingue), ce qui ajoute au défiinitial. le but de cette étude est d’examiner le différentes stratégies, technique etprocédures mi en oeuvre pour aborder le défis rencontrés dans la traduction dela pièce de théâtre multilingue requiem for the last kaiser (1998). elle a étéécrite par le dramaturge camerounais bate besong et raconte le soulèvement de lapopulation d’un état néocolonial contre son pouvoir dictatorial. la recherche s’estfaite en identifiant ce défis et en comparant le stratégies et technique effectivementutilisées dans la traduction de occurrence multilingues de requiem for thelast kaiser et celles préconisées par le théories traductologiques et le praticiens. "
32,6043e41b310924997d8b38a7,"The elusive archaeology of Kongo urbanism : the case of Kindoki, Mbanza Nsundi (Lower Congo, DRC)  we present results, analyses, and an in-depth historical contextualizationof the fieldwork undertaken in 2012 and 2013 at the kindoki site in thelower congo (drc). this site is linked to mbanza nsundi, one of the kongokingdom’s provincial capitals, which turn out to be archaeologically ‘elusive’.pinpointing it location proved to be particularly challenging. to this end, ahistorically informed survey methodology wa applied that ha rarely beenimplemented on such a scale in central africa before. we combined a strategy of systematic test pit with a large-scale 50-m grid approach. a cemetery wa identifiedon kindoki hill with distinct but probably contemporaneous quarter of a sixteenth–seventeenth-century settlement on both sides. the cemetery itself contains mainlyeighteenth-century burials, in all likelihood of successive high-ranking nsundi nobles,perhaps even of nsundi rulers. the foreign, especially portuguese, ceramic excavatedon the hilltop and the hundred of venetian and likely bavarian bead found in thegraves are indicative ofmbanza nsundi’s connection to trade route linking the atlanticcoast with the pool region. the most striking discovery is that of a previously unknowntype of comb-impressed pottery, from a pit with a calibrated radiocarbon date of ad1294–1393 (at 2 sigma). this suggests that a settlement had been developing at kindokisince at least the fourteenth century, which allows us, for the first time, to spatially bridgekongo history and “prehistory.” for the entire lower congo region, only three 14cdatesposterior to ad 1000 were available before the start of our project; 12 have been addedfor just kindoki. nous présentons le résultats, le analysis et la contextualisation historiquedétaillée du travail de terrain entrepris en 2012 et 2013 sur le site de kindoki situé aubas-congo (rdc). ce site est associé à mbanza nsundi, l’une de capitalesprovinciales du royaume kongo, qui s’est révélée ‘élusive’, c-à-d difficile à saisirarchéologiquement. localiser son emplacement s’est avéré être un vrai défi. pour cefaire, nous avon développé une méthodologie de fouilles, basée sur de donnéeshistoriques, qui n’avait pa encore vraiment été testée à cette échelle en afriquecentrale. nous avon appliqué une stratégie de terrain combinant de tranchées testssystématiques avec de carroyages à grande échelle de 50 m. sur la colline de kindoki,un cimetière a été identifié avec de part et d’autre de quartiers distincts, probablementcontemporains, témoignant d’une occupation aux 16ème-17ème siècles. le cimetière luimêmecontient principalement de inhumation successives datées du 18ème siècle, trèsprobablement celles de noble nsundi de haut rang, peut-être même de dirigeantsnsundi. le céramiques étrangères, principalement portugaises, découvertes ausommet de la colline et le centaines de perles originaires de venise et probablement de la bavière trouvées dans le tombes révèlent la connexion entre mbanza nsundi etles voies commerciales reliant la côte atlantique avec la région du pool. unedécouverte très intéressante concerne un type de poterie décorée au peigne impriméqui était inconnu à ce jour et provient d’une fosse dont la date radiocarbone calibrée estde 1294–1393 ad (à 2 sigma). ceci suggère qu’une implantation s’est développée àkindoki depuis au moins le 14ème siècle et nous permet, pour la première fois, derapprocher spatialement l’histoire et ‘la préhistoire’ kongo. pour la région du bas-congo toute entière, seules trois date 14c postérieures à 1000 ad étaient disponiblesavant que ne débute notre projet. nous disposons à présent de douze datessupplémentaires uniquement pour le site de kindoki. "
33,6043e41b310924997d8b38a8,"Mongwalelo wa sefela sa Serote : ‘a re thabeng re rete’ (Difela tša kereke, 2010)  bangwadi ba bathobaso ba difela tša kereke ba hueditšwe ke bangwadi ba baruti (bamatoitšhi ba kereke ya lutere ya berlin) ge ba tlo ngwala difela. ka go realo ke ba mathomoba go ngwala poleloopelwa ya sepedi. ka lebaka la gore baruti ba matoitšhi ba be ba satsebe melao ya go laola metara wa sepedi, ba thomile go hlama difela tša bona ka mokgwawo difela tša setoitšhi di hlamilwego ka wona. bangwadi ba difela ba bapedi le bona baba šala morago bjalo. ka go realo go ka thwe mothopomogolo wa khuetšo ya sebjalebjaledingwalong tša sepedi ke mediro ya kereke ya mathomothomo. le ge go le bjalo bohlokwabjo bja kgolo ya theto ka tsela ya difela dingwalong tša sepedi ga se bja šalwa morago le gogatelelwa ke basekaseki. maikemišetšo a taodišwana ye ke go lekola, ka botlalo, mongwalelowa difela ka go nepiša sefela sa serote sa 147 sa go bitšwa ‘a re thabeng re rete’ (difela tšakereke 2010:130). go yo tsitsinkela ka fao mongwalelo o tšwetšago pele kgegeo. ka mantšu amangwe, go yo sekasekwa dipharologantšho tša mongwalelo tše di tšwetšago pele kgegeo.go tlo lemogwa gore kgegeo yeo e bonagatšwa ka modiro wa selalelo se sekgethwa samorena seo se hlalošwago ka tsela ya khuduego/maikutlo go tšwetša pele morero wamongwadi/moopedi wa sefela se ka ge bjale selalelo e le selo seo bakriste ba se hlomphago(se lebane le tshwarelo ya dibe tša bona), go ya ka fao se hlalošwago ka gona ka tsela yeoya kgegeo. black composer of church hymn were influenced by german pastor of the berlinlutheran church to do so. in other words, these pastor were the first composer towrite the sepedi language in the form of music; because they did not know the rulesthat control the sepedi meter, the writer started to compose their hymn in the way thatthe german hymn were patterned. therefore, one might argue that the main source ofmodern influence in sepedi literature lie in the working of the very first hymn of thesaid church. nevertheless, the importance of the development of poetry in the form ofhymns in the sepedi literature ha not been followed up and emphasised by reviewers.the aim of this article is to survey thoroughly the style of writing hymns, by discussingrev serote’s hymn number 147, entitled ‘a re thabeng re rete’ (difela tša kereke 2010:130).the scrutiny will examine the way in which style depicts irony in the very hymn. in otherwords, the investigation considers especially the characteristic of style that indicate anddevelop irony in the work. it will be shown that the irony becomes clear during the serviceof baptism which is expressed by way of emotion to develop the author’s aim, a thissacrament is something that christian respect (it go hand in hand with the forgivenessof their sins). "
34,6043e41b310924997d8b38a9,"On the most innovative outer access structure of any Bantu dictionary : the Lexique kikongo-francais by Charles Polis (1938)  in this article a little-known dictionary manuscript from the 1930s, the lexique kikongo-français by the jesuit missionary charles polis, is analysed in great detail. section 1 expounds on the goal and raison d'être of the study, section 2 introduces the manuscript, it author a well a the kikongo variety dealt with, section 3 present the inner working of the lexique on macro-, micro- and mediostructural levels, section 4 give a lexicographical appreciation based on a large selection of the entries, section 5 join the international debate on the exact nature of a dictionary macro-structure, access structure and access route, and section 6 compare polis work with a dictionary from the same region and period. conclusion are offered in section 7, chief among them the fact that polis designed the most innovative outer access structure of any bantu dictionary. artikel wordt een weinig bekend woordenboekmanuscript uit de jaren 1930, het lexicon kikongo–frans van de jezuïet-missionaris charles polis, in detail onderzocht. deel 1 licht het doel en de bestaansre-den van de studie toe, deel 2 introduceert het manuscript, zijn auteur, alsook de behandelde variant, deel 3 beschrijft minutieus de macro-, micro- en mediostructuur van het lexicon, deel 4 geeft een lexi-cografische appreciatie die is gebaseerd op een ruime selectie van materiaal uit het werk, deel 5 draagt bij tot het internationale debat over de ware aard van de macrostructuur, toegangstructuur en toegangsroute van een woordenboek, en deel 6 vergelijkt polis' werk met een woordenboek uit dezelfde regio en tijd. conclusies worden aangeboden in deel 7, de belangrijkste het feit dat polis de meest innovatieve externe toegangstructuur uit de bantoelexicografie ontwierp. "
35,6043e41b310924997d8b38aa,"Corpus-based lexicography for lesser-resourced language - maximizing the limited corpus  this article focus on lesser-resourced language for which only very limited corpus are available and how such relatively small and often unbalanced, raw corpus could be maximally utilized for lexicographic purpose to obtain similar result a for bigger corpora. sepedi and afri-kaans will be studied in this regard. the aim is to determine to what extent enlarging a corpus from e.g. one to 10 million, and from 10 million to 100 million word enhances it potential for (a) macro-structure compilation, (b) sourcing information on the most important microstructural aspect and (c) the creation of lexicographic tools. it will be argued that valuable and even sufficient data for the compilation of a specific dictionary can be extracted from a relatively small corpus of approxi-mately one million word but that ""bigger"" in some instance indeed mean ""better"". die fokus in hierdie artikel is op hulp-bronbeperkte tale waarvoor slegs baie beperkte korpusse beskikbaar is en hoe sodanige relatief klein en dikwels ongebalanseerde, rou korpusse maksimaal benut kan word vir leksikografiese doeleindes om soortgelyke resultate a van groter korpusse te verkry. sepedi en afrikaans, word in hierdie verband bestudeer. die doel is om te bepaal tot watter mate die vergroting van  korpus van byvoorbeeld een na 10 miljoen, en van 10 miljoen na 100 miljoen woorde die potensiaal sal ver-hoog vir (a) makrostruktuur samestelling, (b) die inwin van inligting omtrent die belangrikste mikrostrukturele aspekte en (c) die ontwerp van leksikografiese hulpmiddels. daar sal aangevoer word dat waardevolle en self voldoende data vir die samestelling van  spesifieke woordeboek onttrek kan word uit  relatief klein korpus van ongeveer een miljoen woorde maar dat ""groter"" wel in sekere omstandighede ""beter"" is. "
36,6043e41b310924997d8b38ab,"Collocations and grammatical pattern in a multilingual online term bank  this article considers the importance of including various type of collocation in a terminological database, with the aim of making this information available to the user via the user interface. we refer specifically to the inclusion of empirical and phraseological collocations, and information on grammatical patterning. attention is also given to provision of information on semantic prosody and semantic preference — aspect which have been rather neglected in south african terminological databanks and language for special purpose (lsp) dictionaries. various strategy for the effective semi-automatic extraction of collocational data from specialized corpus are explored. possibility regarding access to and presentation of collocational information to the user are briefly considered. it is argued that user should have direct access to collocational infor-mation, and that collocation should not only be accessible via the lemmatic address of the term appearing a part of the collocation. the research is done within the context of the establishment of an open access resource term bank, which is developed a a pedagogical tool to support student whose language of learning and teaching is not the l1. hierdie artikel ondersoek die belangrikheid van die insluiting van verskillende tipes kollokatiewe inligting in  veeltalige terminologiese databank met die oog daarop om hierdie inligting aan die gebruiker via die gebruikerskoppelvlak beskikbaar te stel. ons verwys spesifiek na die insluiting van emipriese en fraseologiese kollokasies, en ook na inligting oor grammatiese patrone. aandag word ook gegee aan die verskaffing van inligting oor semantiese prosodie en semantiese voorkeur — aspekte wat nie veel aandag in suid-afrikaanse terminologiese databanke en vakwoordeboeke geniet nie. verskeie strategieë vir die effektiewe semi-outomatiese onttrekking van kollokatiewe data uit vakgerigte korpora word ondersoek. verskillende moontlikhede met betrekking tot die toegang tot en aanbieding van kollokatiewe inligting aan die gebruiker word oorweeg. daar word geargumenteer dat gebruikers direkte toegang tot kollokatiewe inligting moet hê, en nie alleenlik via die lemmatiese adres van die term wat a deel van die kollokasie optree nie. die navorsing word gedoen teen die agtergrond van die daarstel van  terminologiese hulpbron met vrye toegang, wat a opvoedkundige hulpmiddel ontwerp word ter ondersteuning van stu-dente wat nie deur middel van hul l1 studeer en/of onderrig word nie. "
37,6043e41b310924997d8b38ac,"Event-centrality and the pragmatics–semantics interface in Kikongo : from predication focus to progressive aspect and vice versa across bantu, several polysemic marker expressing progressiveaspect and so-called predication focus have been reported (güldemann 2003;hyman and watters 1984). in this article, we examine two such marker inkikongo (bantu, h16), i.e. the fronted-infinitive and the locative-infinitive constructions.we provide an in-depth synchronic description of the pragmatic andsyntactic behaviour of both verbal construction and suggest a historical evolutionfor each of them. we evoke the term ‘event-centrality’ to cover the differentuses of both construction and suggest that the fronted-infinitive construction’sprogressive meaning evolved from it use a predication focus marker, and viceversa, that the locative-infinitive construction’s predication focus meaningevolved from it use a a progressive marker."
38,6043e41b310924997d8b38ad,"A la recherche de Mbanza Nsundi, capitale provinciale du royaume Kongo - fouilles archéologiques au site de Kindoki (Bas-Congo, RDC) no abstract available."
39,6043e41b310924997d8b38ae,"Linguistic innovation, political centralization and economic integration in the Kongo kingdom : reconstructing the spread of prefix reduction in this article we reconstruct the actuation and transmission of a phonologicalinnovation known a prefix reduction within the kikongo language clustersituated in the wider lower congo region of central africa. we argue that thischange spread from a focal area coinciding with the heartland of the kongokingdom a a classical process of dialectal diffusion. thanks to a unique kikongocorpus that start in the 17th century, we can provide diachronic empiricalevidence for different phase of the process, which ha been otherwise difficult,if not impossible, in bantu historical linguistics. what is more, and also quiteexceptional in african linguistics, we have fairly good insight into the ‘socialecology’ of this language change and argue that political centralization andeconomic integration within the realm of the kongo kingdom facilitated such acontact-induced diffusion between closely-related language varieties."
40,6043e41b310924997d8b38af,"Archaeological research on the Kongo kingdom in the Lower Congo region of Central Africa the kongo kingdom, which arose in central africa’s atlantic coast region, is an emblem ofafrica’s past and an important cultural landmark for african and the african diaspora(figure 1). a a result of it early involvement in the trans-atlantic trade and it earlyintroduction to literacy, the history of this part of sub-saharan africa from ad 1500 onwardsis better known than most other part of the continent. nonetheless, still very little isunderstood about the origin of the kingdom."
41,6043e41b310924997d8b38b0,"African-European contact in the Kongo kingdom (sixteenth-eighteenth centuries) : new archaeological insight from Ngongo Mbata (lower Congo, DRC) ngongo mbata, the main and most affluent center of the kongo kingdom’smbata province in the seventeenth century, is well known from the historical sources, but virtually unexplored in archaeological publications. ngongo mbata is unique in that ithosted a monumental stone building about which the historical record remains silent. thismakes it particularly challenging from the point of view of historical archaeology. in thispaper historical data, unpublished excavation result from the 1930s and our ownfieldwork undertaken in 2012–13 are brought together, to tell a new story of earlyafrican-european contact in the interior of west central africa."
42,6043e41b310924997d8b38b1,"A series of foundation phase dictionary for a multilingual environment the aim of this article is to reflect on the design and use of the maskew miller longman series of dictionary published in several different official language of south africa and aimed at learner in the foundation phase of primary school. it will be argued that when planning new dictionary such a these, lexicographer should have the user perspective a point of departure by compiling user-friendly dictionary suitable for the level of first-time dictionary users. lexicographer should furthermore negotiate the position of the envisaged dictionary within a broader family of dictionary – an approach that see dictionary use a an integral part of a process of life-long learning, thereby establishing and promoting a dictionary culture."
43,6043e41b310924997d8b38b2,"The lemmatization of loan word in the isiNdebele-English isiHlathululi-imagama/Dictionary and their successful incorporation into the language  researchers in linguistic and lexicographic field such a nkondo (1987: 70) and kam-wangamalu (1997: 89) assert that no language is lexically self-sufficient. according to jafta (1987: 127), the reason for this is because no perfectly homogenous language group exist. there is no liv-ing language that can survive without supplementing it vocabulary through borrowing from another or other language(s). thus aitchison (2001: 249) is of the view that language gradually transforms itself and it cannot remain unaltered. on the other hand the so called 'purists' disap-prove of such alteration because they view these transformation a a process of language corrup-tion because they prefer coining which mojela (2010: 702) termed indirect borrowing. this article prof and illustrates this notion a correct, especially in the case of african languages. the techni-cal term and vocabulary in social interaction is based on adjacent south african language such a english and afrikaans, which a official language have inevitably cross-pollinated each other. researcher also agree that one way of enriching language is through borrowing. the aim of this article is to show that borrowing doe not only enrich a language, but it also cause language dilu-tion especially in the case of language that are le technologically advanced or do not yet function a official languages. navorsers op linguistiese en leksikografiese terreine soos nkondo (1987: 70) en kamwanga-malu (1997: 89) voer aan dat geen taal leksikaal selfgenoegsaam is nie. volgens jafta (1987: 127) is die rede hiervoor dat geen perfekte homogene taalgroep bestaan nie. daar is geen lewende taal wat kan oorleef sonder om sy woordeskat aan te vul deur ontlening uit  ander taal of tale nie. daarom huldig aitchison (2001: 249) die siening dat taal geleidelik omvorm word en nie onveranderd kan bly nie. aan die ander kant keur sogenaamde 'puriste' sulke veranderinge af omdat hulle hierdie transformasies a  prose van taalkorrupsie beskou aangesien hulle verkies om indirekte ontle-nings te vorm, soos wat mojela (2010: 702) dit noem. hierdie artikel bevestig en illustreer hierdie aanname a korrek, veral in die geval van afrikatale. die tegniese terme en woordeskat in sosiale interaksie is gebaseer op naasliggende suid-afrikaanse tale soos engels en afrikaans, wat mekaar a amptelike tale onafwendbaar kruisbestuif het. navorsers is dit ook eens dat een manier om taal te verryk deur ontlening geskied. die doel van die artikel is om aan te toon dat ontlening nie net  taal verryk nie, maar dat dit ook taalverarming verhaas veral in die geval van tale wat minder teg-nologies gevorderd of nog nie behoorlik a amptelike tale funksioneer nie. "
44,6043e41b310924997d8b38b3,"Dictionary user in the digital revolution this contribution examines the digital revolution in lexicography from the perspectiveof the dictionary user. we begin with an observation that in the information age thestatus of the dictionary is changing, and so are pattern of user behaviour, with generalinternet search engine encroaching on the ground traditionally reserved for lexicographicqueries. clearly, we need to know more about user behaviour in the digitalenvironment, and for this we need to harness user research, to find out how the increasinglyflexible and adaptive lexical reference tool of the future need to behave to bestaccommodate user needs. we summarize the existing finding and show in what waysdigital dictionary are already able to serve user better than their paper predecessors.the challenge to produce efficient and effective dictionary is best seen in the contextof dictionary users’ reference skills, which now tend to overlap with digital literacy.we conclude with a possible vision of the future."
45,6043e41b310924997d8b38b4,"Lexicographic treatment of kinship term in an English/Sepedi-Setswana-Sesotho dictionary with an amalgamated lemmalist  this article describes the lemmatisation and treatment of kinship term in a proposed english-sotho, sotho-english dictionary with an amalgamated lemmalist. the first requirement is to build a list of kinship terminology for the sotho languages. secondly, it is necessary in term of space restriction to determine the most frequently used form to be lemmatised in such a dictionary. thirdly, the macrostructure and microstructure of the dictionary should be planned in term of an amalgamated approach. a short explanation of the amalgamated model will be presented and a schematic illustration of the paternal family tree structure in the sotho language is given in the appendix. specific attention is given to the compilation of the amalgamated lemmalist focusing on absolute cognate and absolute cognate with a difference in form. finally, where the reduction of huge quantity of terms, e.g. all derived form of a specific term in all three sotho language are at stake, a lexicographic convention will be suggested to sensibly reduce the number of lemma and to combat redundancy. hierdie artikel beskryf die lemmatisering en bewerking van verwantskapsterme in  voor-gestelde engels–sotho, sotho–engels woordeboek met  geamalgameerde lemmalys. die eerste vereiste is die samestelling van  lys van verwantskapsterminologie vir die sothotale. tweedens is dit nodig om ter wille van ruimtebesparing die mees gebruiklike vorme te bepaal wat in so  woordeboek gelemmatiseer moet word. derdens moet die makro- en mikrostruktuur van die woordeboek beplan word in terme van  geamalgameerde benadering.  kort verduideliking van die geamalgameerde model sal aangebied word en  skematiese voorstelling van die paterne stamboomstruktuur in die sothotale word in die bylaag aangegee. spesifieke aandag word gegee aan die samestelling van die geamalgameerde lemmalys met die fokus op absolute kognate en absolute kognate met  vormverskil. ten slotte, waar die vermindering van groot hoeveelhede van die terme, byvoorbeeld alle afgeleide vorme van  spesifieke term in al drie sothotale ter sake is, sal  leksikografiese konvensie voorgestel word om die aantal lemma sinvol te verminder en redundansie te bestry. "
46,6043e41b310924997d8b38b5,"A critical evaluation of the paradigm approach in Sepedi lemmatisation - the Groot Noord-Sotho Woordeboek a a case in point  this article give a critical evaluation of the paradigm approach of the groot noord-sotho woordeboek to the lemmatisation of verb and noun derived from verbs. the verb stem -roba 'break' with it complicated system of derivation will be taken a a case in point. the paradigm presented for -roba will be evaluated in term of structure, occurrence in sepedi corpus and dictionaries, actual use by mother-tongue speakers, user-friendliness, contextualisation versus decontextualisation in relation to the cross-referencing system and space utilisation. bringing together, and lexicographically treating all these form for a single verb surely is a lexicographic achievement. the question, however, is to what extent such an approach is useful in respect of form likely to be looked up by dictionary users, whether all of these form actually exist, how user-friendly the approach and presentation is, if comment on semantics is sufficient and consistent and whether such a lumping approach actually save space in contrast to entering derivation a main lemma in a splitting approach. hierdie artikel gee  kritiese evaluering van die paradigmabenadering tot die groot noord-sotho woordeboek tot die lemmatisering van werkwoorde en naamwoorde wat van werkwoorde afgelei is. die werkwoordstam -roba 'breek' met sy komplekse sisteem van afleidings word a voorbeeld geneem. die paradigma wat vir -roba aangebied word, sal in terme van struktuur, werklike gebruik deur moedertaalsprekers, voorkoms in sepedikorpusse, gebruikersvriendelikheid, kontekstualisering versus dekontekstualisering ten opsigte van die kruisverwysingstelsel en ruimtebenutting geã«valueer word. die byeenbring, en leksikografiese bewerking van al hierdie vorme vir  enkele werkwoord is sonder twyfel  leksikografiese prestasie. die vraag is egter tot watter mate dit nuttig is ten opsigte van vorme wat waarskynlik deur woordeboekgebruikers opgesoek sal word, of al hierdie vorme werklik bestaan, hoe gebruikersvriendelik die benadering en aanbieding is, of semantiese kommentaar voldoende en konsekwent is, en of so  saamgevoegde benadering werklik ruimte bespaar in teenstelling met die aanbieding van afleidings a afsonderlike hooflemmas in  opgedeelde benadering. "
